,Movie_Session,Movie_Tittle,Type,Comment_Content,Link
11,36,七月與安生,Best Art Direction,"Chinese cinema have Zhang Yimou absolute gems like To Live (1994), Riding Alone for Thiusand of Miles (2005) and The Flower's of War (2011) in the most prominent Chinese director impressive filmography. Add Raise the Red Lantern (1991), Shanghai Triad (1995), The Roaf Home (1999), House of Flying Daggers (2004) and Coming Home (2014) as excellent films.

Many other known or less known directors were able to surprise me with one clear masterpiece like: 2046 (2004), Aftershock (2010), Ocean Heaven (2010), July Rhapsody (2002), Together (2002) and White Snake (2019)

Ye Lou's Summer Palace (2006) is noteworthy but his Suzhou River (2000) with Xun Zhou's magnetic performance remained to me Chinese's most audacious, disturbing and beautiful Chinese film until I just finished watching Soulmate (2016)!

Soulmate's story is seemingly simple but with amazing dialogue and enough captivating twists. A lot of attention to details and clues make a tight story from the 5 Strong writing collaboration. Then Derek Tsang and the two lead actresses, Dongyu Zhou & Sichun Ma, really take it out the park with amazing performances and poignant scene after scene, especially after the 30 mins mark. Kudos also to the 4 strong editing team. These collaborations coalesced into a very well-rounded effective narrative. Two competent cinematographers to capture it all and voila.

This ifilm is visceral and emotional with life teachings, love, friendship, family and philosophy all finding their ways to add the the mosaic of living. The characters are trying to find their places in the world like everyone.

Very good study of long-time friendship, joys, hardships, distance, dreams, reality, fears and fantasies. This illustrates life's futility, loneliness and beauty while showing the manipulation and illusions we must create for ourselves and others.

Quite transcending and special in many levels. I cant wait to see Better Days (2019) and see if Dongyu Zhou and Derek Tsang can do it again.

Soulmate secures a rewatchable unforgettable ride as well as amazing scenes of pure delicious writing, acting and directing. Bravo!",https://www.imdb.com/title/tt6054290/reviews?ref_=tt_urv
12,36,三少爺的劍,Best Visual Effects,"Sword Master is a typical example for the new wave of wu xia cinema. The costumes are colourful, the landscapes are breathtaking and the fight sequences are quite spectacular on the positive side. On the negative side, the special effects are exaggerated and overused, the story is developed in a confusing way with numerous flashbacks to hide the fact that the scenario is rather ordinary and the movie doesn't have the magic pioneer vibe of the original version called Death Duel in particular and the first wave of wu xia movies in general.

There are three elements that make Sword Master stand out and put it on a slightly above average level if compared to other contemporary wu xia flicks. The first twenty minutes of the movie are quite entertaining and feature interesting character developments, ferocious fights and stunning settings. The movie then quickly becomes exchangeable, predictable and shallow but its first impression is very positive. As a second element, the acting performances are rather positive even though they aren't outstanding or even moving. The different characters are credible and the actors and actresses rarely overact. Aside of one silly character who only has a minor role, the movie also avoids adding silly slapstick elements that wouldn't fit in. Finally, the movie has a great soundtrack that unites traditional folk instruments, classical music and a few modern sounds in a highly diversified and always appropriate way. The soundtrack manages to add more emotions to the different key scenes of this film.

Fans of traditional Chinese action cinema will surely be entertained by this movie even though it can't compete with the best genre flicks of the seventies and eighties. Those who aren't familiar with the wu xia genre should not start with this film though and discover the original films first. I was entertained very well and would watch this movie again in a few years.",https://www.imdb.com/title/tt5269396/reviews?ref_=tt_urv
13,35,十年Ten Years,Best Film,"This collection of five short films is an amazing selection of dystopic visions that explore the worries of Hong Kong citizens. Driven by the growing intervention of China in the former British colony, many are worried about the destruction of their way of life. Each of the films uses this general theme differently from conspiracies to the Kafkaesque, the shorts tell the story of the less fortunate, the scientists, the food sellers, the taxi drivers, and the localists who are fighting for the autonomy or even independence of China's special administrative region. Each of the episodes move the audience deeply. As the movie paints an increasingly negative picture of Chinese rule over the city, it is not surprising that articles in official Chinese government mouthpieces have chastised the movie. Even in Hong Kong, many movie theaters did not show this film, which is a true shame, considering that the others were often sold out. I am truly hoping for a DVD soon! This is a movie I must own.",https://www.imdb.com/title/tt5269560/reviews?ref_=tt_urv
14,35,三城記,Best Art Direction,"A man squashed by a collapsed clock tower, a corpse covered by ticking watches: these two images spells out very loudly the dominant theme running through the latest film by Hong Kong filmmaking duo Mabel Cheung and Alex Law. Revolving around a couple's relationship in wartorn China of the 1930s and 1940s, A Tale of Three Cities offers an epic period drama about individuals overwhelmed by the times, their trajectories shaped by rapidly changing circumstances beyond their control.

While the two leading protagonists will eventually survive calamities in China to live happily ever after — hardly a spoiler as the film begins in 1951, with both characters still alive and kicking — A Tale of Three Cities' trajectory seems less certain. Just as its Dickensian title suggests, Cheung's film — the veteran's first feature in nearly 14 years — harks back to a distant age where bombastic, po-faced melodramas were all the rage. Indeed, this is one lavishly mounted epic, complete with Tim Yip's beautiful production design and Law's slow-burning, lyrical screenplay.

Just like the man who perished under that fallen clock, however, Cheung and Law have floundered under the heavy weight of history. While falling short of crafting an engaging decade-hopping narrative, their traditionalist and overtly serious approach is perhaps at odds with the demands of an increasingly youth-dominated and thrill-seeking market in mainland China. A Tale of Three Cities certainly unfolds with its fair share of flaws — distracting subplots, protracted storytelling, forced coincidences and a curious lack of chemistry between the two leads — but it certainly deserves more than the disappointingly low box-office returns it garnered upon its release in China on Aug. 27.

The film might be better received in the filmmakers' home city, where their award-winning 2012 nostalgia-fest Echoes of a Rainbow remains a touchstone for locally-\ flavored Hong Kong cinema. Meanwhile, the art house appeal of stars Lau Ching-wan (Mad Detective, Life Without Principle) and Tang Wei (Lust, Caution; The Golden Era) should secure the film a sustained presence in the festival circuit, starting with its international premiere in Toronto next month.

Read more China Box Office: 'Monster Hunt' Leads Charge by Domestic Movies in Record-Smashing July

Behind A Tale of Three Cities lies the incredible real-life story of Jackie Chan's parents. In Cheung's 2003 documentary Traces of a Dragon, Charles Chan — who was born Fang Daolong — talks candidly about his early life as a small-time gangster and then an anti-communist goon during the Chinese Civil War, an unsavory past which eventually forced him to change his name and flee to Hong Kong after the establishment of the People's Republic in 1949. Meanwhile, he said his wife, Lily — known in her youth as Chen Yuerong — was once a chain-smoking, hard-drinking gambler notorious for walking into casinos with a horse whip in her hand.

Perhaps concerned with the reaction of mainland Chinese censors — with whom Cheung had a torturous run-in over the production of her 1997 historical epic The Soong Sisters — and possibly Jackie Chan's reverence toward his late parents, A Tale of Three Cities actually underplays the extraordinary real lives at its core. The fictionalized versions of the pair are less the hard-core outlaws from Chan Sr.'s recollections, but more like ill-fated lovebirds emerging out of a David Lean epic.

Brought to the screen by a cast-against-type (and voice-dubbed) Lau — who has built his career playing tormented men — Daolong is at worst a vain, apolitical brute desperate for money to look after his family, while Yuerong (Tang) is merely a strong-willed and plain-living widow struggling to break out of cycles of rural poverty and misogyny. It's telling how the pair's courtship kicks off as they play music, embrace and kiss amid the threat of an air raid in their village. Here, history is simply grafted on as background noise, or just an unending stream of plot points tearing at the pair's budding relationship as they travel from their provincial village in Anhui to Shanghai and beyond.

Read more Toronto: Imax Execs Tell Hollywood Not to Dictate Market in China

Having written a lot of the real-life Chans' shadowy activities out of the picture, Cheung and Law have instead imposed some of these transgressions onto the couples' fictional buddies. ""Big Sister"" Qiu (Qin Hailu, Red Amnesia) is the childhood friend who lands Yuerong jobs at gambling dens, while Daolong bonds with Hua (Jing Boran, Monster Hunt), a young man whose nerdy, bespectacled veneer conceals a secret double life. Though they do serve a purpose, these two characters' presence and subsequent blooming romance divert audiences from the main attraction of the supposedly all-encompassing epic romance of the two leads.

Therein lies the main problem of A Tale of Three Cities. Throughout their three-decade career, Cheung and Law have proved themselves at their best when revealing universal themes — mostly revolving around geographical or psychological dislocation — with small-scale, intimate relationship dramas. As in The Soong Sisters, the pair flounder here as they try to string together a multistrand storyline weaved through long stretches of space and time. Here, they offer overwrought drama without the subtlety and authentic human empathy that drives their masterful 1980s classics Illegal Immigrant, An Autumn's Tale or Eight Taels of Gold. More affected than affecting, A Tale of Three Cities offers neither the best nor the worst of times; instead, it's a surprisingly middling if mildly entertaining affair conjured out of one extraordinary real story.

Production companies: Film Workshop, Magic Dream Production in a Huayi Brothers Media, Huayi Brothers International, Edko Films, Han Hai Information Technology, Omnijoi Media, Heyi Pictures presentation",https://www.hollywoodreporter.com/review/a-tale-three-cities-san-818129
15,35,陀地驅魔人,Best Visual Effects,"This show was quite a disappointment for me, as i have high expectations for Nick Cheung's movies. It was not much of a exorcism horror show as many would expect, but more like a mix of horror and romance where the romantic parts became too draggy; This actually have been Nick Cheung's style in his directed films.

In this story line, the main bad guy's(devil) action (kills he made), were not really linked with any reason. There was little gruesomeness or action in the way he performed his kills , which makes the show boring. There was also little explanation for his overpowered status. I do not think anyone would understand the ending of the show

Despite being one of the best actor out there, Nick Cheung, will still have a lot to learn in directing. I will give it a 5 / 10 rating for the beautiful actresses that made up the show 's flaws. A decent movie, but do not expect the best out of this horror flick.",https://www.imdb.com/title/tt5157030/?ref_=fn_al_tt_1
16,34,那夜凌晨，我坐上了旺角開往大埔的紅 VAN The Midnight After,Best Film,"The dystopian, surrealistic, parodying base of the film has seventeen people on board a Hong Kong minibus going to Tai Po from Mongkok, experiencing a rather intense series of events, after they realize they seem to be the only ones left in the whole city.  Driver Suet, Yau Tsi-chi and Yuki, who are visiting their respective dates, Fat, an aging gangster, Mook Sau-ying, a fortune-telling insurance saleswoman, Shun, a computer technician, Pat and Bobby, a married couple, Blind Fai, a drug addict, Auyeung Wai, a music store salesperson, Lavina, a quiet, buck-toothed woman, Airplane and Glu-Stick, rowdy boys, and university students Tsing, Peter, Dawg, and Hung are the passengers and the protagonists of the film. The ones who go down the bus seem to suffer terrible fates, with the same, however, occurring to a number of the passengers, as they start to realize that something terrible has happened.

Each person has its own way to cope with things, but when Shun discovers that the intense sounds they have been hearing is actually Morse code mirroring lyrics from David Bowie’s “Space Oddity”, and a man in a mask who is soon revealed to be Japanese, appears, the story takes a truly surrealistic turn.


Fruit Chan directs a film that is filled with context through allegories and metaphors, but his biggest accomplishment is that he manages to make “The Midnight After” work in a number of levels (entertaining, contextual etx) without the story making complete sense, in a trait that could be perceived as genuinely Hong Kongese.

Regarding the context however, the film seems to deal with the collapse of the values of society and the concept of being Hong Kongese in cultural terms, amidst all the influences coming from the West. In order to present this rather pessimistic comment about the future of the country, Chan used a number of characters of different ages, professions, financial and social status, all of which, however, seem to go nowhere, at least until the point they decide to unite, in a way. The comment about still being animals is another one, mostly represented through the Lavina-Airplane-Glu-Stick arc, which is the most violent in the film , while its conclusion reminded me much of Park Chan-wook’s “Sympathy for Lady Vengeance” .

The whole concept of the number of extreme and, in essence, funny characters placed in a dystopian film setting also works quite well in the film, in a style that, this time, reminded me of Bulgakov’s “Master and Margarita” particularly in the way that the characters and the events are metaphors, but also function quite good as a separate slapstick story. This aspect benefits the most by the acting, or more properly, casting, since the film includes the crème de la crème of HK cinema: Simon Yam, Kara Hui, Lam Suet, Sam Lee and the gorgeous Janice Man share their time on screen, making an impression even though most of the parts are relatively small. The acting aspect is truly highlighted after the meeting in the restaurant, where the stageplay-like premises allow the cast to truly shine, both individually and in their chemistry.


Lam Wah-chuen’s cinematography is quite polished but very fitting, with him presenting the plethora of settings that appear in the film with an eccentricity that definitely suits its general aesthetics. Tin Sup Fat and To To’s work in editing the film is also very good, with them changing tempo depending on the sequence, with the pace suiting the different ones harmonically, and the same applying to the connection between the quite different scenes.

One could write much about the references of language, pop culture, SARS, and many others in the film, but I would rather close the review here, as the analysis would lead to socioeconomical/political paths, rather than cinematic ones. In that fashion, “The Midnight After” is a very interesting production that manages to work both as a quirky/surreal dystopian film and as a comment regarding the current and future situation of Hong Kong.",https://asianmoviepulse.com/2019/10/film-review-the-midnight-after-2014-by-fruit-chan/
17,34,馬光榮（太平輪：亂世浮生）Horace Ma (The Crossing I),Best Art Direction,"I can only say that the director thinks too much. Multi-line narrative, but the whole story was cut apart. There are too many roles involved, too many complicated plots, too many side details to be cut off, and the result is that the slow pace makes people fall asleep. The camera language tends to be exquisite, trying to show rich feelings, and actually more procrastinating.
",https://www.imdb.com/title/tt2150371/?ref_=fn_al_tt_1
18,34,一個人的武林,Best Visual Effects,"Very fun to watch specially if you like Kung Fu martial arts flicks. KungFu style and moves used here are very surprisingly jaw dropping stunts. It may look bit unrealistic but just for the fun and imagination that Kung Fu is a whole lot on a different level of fighting style you will definitely love it.

If there's one thing I am missing on this movie is more challenging and long rival fights than easy to the top final match. Other rivals deserves something more too.

Anyway but still this is really a good one from Donnie yen. A must watch.",https://www.imdb.com/title/tt2952602/?ref_=fn_al_tt_1
19,33,一代宗師The Grandmaster,Best Film,"THIS IS A REVIEW OF THE INTERNATIONAL CUT, NOT THE 'HARVEY WEINSTEIN' American VERSION:

It was finally time for the great iconoclastic Hong Kong director to turn to martial arts in his intense and atmospheric telling of the great grandmaster teacher, Ip man, and he doesn't disappoint.

Wong Kar-wai brings the poetic beauty of his ""In the Mood for Love"" to this Chinese action genre and executes it with a precise rhythmic heightening reminiscent of Sam Peckinpah at his best, while bringing out the experience of living through the Japanese invasion of China during WWII.

The cast is magnificent, especially Tony Leung as the Ip man and Ziyi Zhang as Gong Er who perfectly embodies a kung-fu mistress trying to avenge her father.

A Wong masterpiece to put on a level with his finest work!

PS: One particular reviewer earlier criticized the editing of this film which, to me, smacks of putting down the film for not being more conventional. Sometimes it is difficult to put aside expectations of what one wants a film to be in favor of what the actual film on the screen is. ""The Grandmaster"" is, in fact, brilliantly edited. Wong is, if nothing else, a perfectionist in taking years to mold his assembled footage into his own personal rhythmic poem, idiosyncratically emphasizing downbeats and rests as precise as a great composer. What you see here is Wong Kar-wai's personal vision, take it or leave it. I wouldn't change a frame, or a single edit. It strikes me as a perfect diamond by this exceptional, if eccentric, cinema artist.",https://www.imdb.com/review/rw3111600/?ref_=tt_urv
20,33,一代宗師,Best Art Direction,"The most under-appreciated films usually emerge later as gems, often 10, 20 or even 50 years later. For example, Citizen Kane didn't win an Academy Award but 20 years later, it was considered one of the greatest films made. The Passion of Joan of Arc (1928) was a critically acclaimed film when released but is really considered more of a gem today than 30-40 years ago. Like fine wine, films get better as they age. Once Upon in the West (1968) when released was celebrated in Europe but panned in the US. Twenty years alter, it is considered one of the greatest films ever made. The Grandmaster comes very close to these films.

The three reasons this film is panned: 1) People want action, the figure Ip Man represents action and this film breaks from traditional kung fu movies but in the same vein as Crouching Tiger, Hidden Dragon. In essence, it is just as good as Crouching Tiger, Hidden Dragon. There is plenty of action but martial arts fans want Jet Li, Donnie Yen or Michelle Yeoh. Hence, they will never give this film an 8, 9 or 10. Action is great, but it's second-rate to the true martial artist fan. 2), People find it complex. The plot is quite simple, really. I suspect it's more about reading prose and not realizing it's poetry. Plot is about Ip Man rising to the best in the South and to be challenged by the northern martial artists but war stops everything. half of the movie is about tradition and honor, not about martial arts. Definitely not about good guy beats up bad guy which draws most people's attention and praise. 3) Ip Man and Gong Er fall in a type of forbidden, unrequited love. It's bounded more by cultural beliefs than personal beliefs. But to many, this subplot slows or kills the action plot. But love isn't complicated, or at least we shouldn't see it that way.

On another final note, this film isn't about confrontation between the protagonist and antagonist. Rather, Ip Man doesn't really have an opposing challenge. His challenges are friends, as real martial artists become friends, as mentioned. They test each others' skills and build respect for each other, much like the test fight with Razor. It is the pretenders who fight, like Ma San. It is about honor and respect, not about violence.

Movie fans who want a real martial artist star will prefer Donnie Yen in Ip Man (2008) which is artistically almost as good a film. In contrast, The Grandmaster is better written, better acted and better cinematography, but Ip Man with Donnie Yen has better fighting scenes. Keep in mind, Bruce Lee never made great films, they were rather B type films but people love his iconic charisma. Many will like the film for the star, not the quality.

So like Crouching Tiger, Hidden Dragon, this film is mystical and really, martial arts is more a scenic subplot into a man and his world. Or what director Kar Wai Wong intended. Regardless, a question is that should one pan a film because of what it isn't? Or should one celebrate a film for what it is? A parent celebrates and loves each child, regardless of how different. How can we celebrate this film?

1. It's slow but that gives a chance to watch the direction and cinematography which is exquisite. One doesn't rush through The Louvre, but savors the moment. It's quite masterful and poetic. 2. The screenplay and script. Brilliantly done. The dialogue is simple in appearance but every other line has a double meaning. Not since Once Upon a Time in the West has a simple dialogue taken on so many directions. The viewer has to focus on the words and what they mean. 3. There is beautiful scenes, significant cultural symbolism but it is broken down simplistically, most of the symbolism is cultural. It's not hard to understand, just place yourself in another world. It's not a simplistic film like Rocky. Quite the opposite but yet the plot is quite simple, if you realize it's not just about kung fu. Watching Master Gong Yutian practice in the snowy garden was magnificent. The brothel scenes with the martial artists was surprisingly a wealth of characters, costumes and sets. 4. Acting is strong with Ziyi Zhang leading and maybe overshadowing Tony Chiu Wai Leung. To some, that's not sensible: why not a film to showcase Donnie Yen with real moves? Bu Donnie isn't as somber an actor. We see the pain and modesty of Ip Man through Tony Chiu Wai Leung. The plain expressiveness of the actors casts a shadow over the difficult history, the winter months as Ip Man narrates. Ziyi represents the forbidden martial arts, the family secrets, the traditional view of outsiders. Hence she has an important symbolism. Ip Man represents the new, the invention of Bruce Lee and exposure of Wing Chun to the world.

The ending was slightly out of place given the poetry of the film. We didn't need Ip Man to give his final quote, although it was snappy, it was out of place. Perhaps, just a fade from the photo shoot with the young Bruce Lee.

Just watch and appreciate artistic quality. Real martial arts fans will appreciate the descriptions and dialog over different styles of martial arts. This film won't be really in a Top 100 list of greatest films, but it comes close and should be in a top 250-500 list of great films. Or one of the 50 best films of the decade. A gem. It just isn't a traditional martial arts fan film, rather an Arts House film.

I'm not sure whether to give this film a 8.5, 9, 9.5but seeing the relatively IMDb scores (6.5 at this time), I'm boosting it to its rightful place.",https://www.imdb.com/review/rw3112765/?ref_=tt_urv
